date,year,severity_label,road_type_label,area_label,hour
2019-03-10 23:48:20.090009001,2019,Slight,Single carriageway,Urban,8
2019-03-11 04:11:09.666966697,2019,Slight,Single carriageway,Urban,23
2019-03-11 08:33:59.243924392,2019,Slight,Dual carriageway,Urban,6
2019-03-11 12:56:48.820882088,2019,Serious,Dual carriageway,Rural,17
2019-03-11 17:19:38.397839784,2019,Serious,Single carriageway,Urban,22
2019-03-11 21:42:27.974797480,2019,Slight,Roundabout,Rural,2
2019-03-12 02:05:17.551755176,2019,Slight,Dual carriageway,Urban,22
2019-03-12 06:28:07.128712871,2019,Fatal,Single carriageway,Rural,21
2019-03-12 10:50:56.705670567,2019,Slight,Dual carriageway,Rural,9
2019-03-12 15:13:46.282628263,2019,Fatal,Dual carriageway,Urban,20
2019-03-12 19:36:35.859585959,2019,Slight,Single carriageway,Urban,0
2019-03-12 23:59:25.436543654,2019,Serious,Single carriageway,Urban,4
2019-03-13 04:22:15.013501350,2019,Slight,Dual carriageway,Urban,18
2019-03-13 08:45:04.590459046,2019,Slight,One way street,Rural,22
2019-03-13 13:07:54.167416742,2019,Slight,Single carriageway,Urban,3
2019-03-13 17:30:43.744374437,2019,Slight,Single carriageway,Urban,17
2019-03-13 21:53:33.321332133,2019,Slight,Dual carriageway,Rural,2
2019-03-14 02:16:22.898289829,2019,Slight,Single carriageway,Rural,18
2019-03-14 06:39:12.475247525,2019,Serious,Single carriageway,Urban,21
2019-03-14 11:02:02.052205221,2019,Slight,Single carriageway,Rural,11
2019-03-14 15:24:51.629162916,2019,Slight,One way street,Urban,2
2019-03-14 19:47:41.206120612,2019,Slight,Roundabout,Urban,4
2019-03-15 00:10:30.783078308,2019,Slight,One way street,Urban,12
2019-03-15 04:33:20.360036004,2019,Serious,Single carriageway,Urban,19
2019-03-15 08:56:09.936993699,2019,Serious,Single carriageway,Urban,12
2019-03-15 13:18:59.513951395,2019,Slight,Single carriageway,Urban,11
2019-03-15 17:41:49.090909091,2019,Fatal,Single carriageway,Urban,14
2019-03-15 22:04:38.667866787,2019,Serious,Single carriageway,Rural,23
2019-03-16 02:27:28.244824482,2019,Slight,Dual carriageway,Urban,18
2019-03-16 06:50:17.821782178,2019,Serious,Dual carriageway,Rural,3
2019-03-16 11:13:07.398739874,2019,Slight,Dual carriageway,Rural,4
2019-03-16 15:35:56.975697570,2019,Fatal,Single carriageway,Urban,8
2019-03-16 19:58:46.552655266,2019,Slight,Single carriageway,Urban,6
2019-03-17 00:21:36.129612961,2019,Slight,Single carriageway,Urban,17
2019-03-17 04:44:25.706570657,2019,Slight,Single carriageway,Urban,23
2019-03-17 09:07:15.283528353,2019,Serious,Single carriageway,Rural,13
2019-03-17 13:30:04.860486049,2019,Slight,Single carriageway,Urban,21
2019-03-17 17:52:54.437443744,2019,Slight,One way street,Rural,10
2019-03-17 22:15:44.014401440,2019,Slight,Single carriageway,Rural,16
2019-03-18 02:38:33.591359136,2019,Serious,Single carriageway,Rural,16
2019-03-18 07:01:23.168316832,2019,Slight,Single carriageway,Urban,7
2019-03-18 11:24:12.745274527,2019,Serious,Dual carriageway,Rural,17
2019-03-18 15:47:02.322232223,2019,Slight,Single carriageway,Urban,12
2019-03-18 20:09:51.899189919,2019,Slight,Single carriageway,Urban,13
2019-03-19 00:32:41.476147615,2019,Slight,Single carriageway,Rural,6
2019-03-19 04:55:31.053105311,2019,Slight,Single carriageway,Urban,7
2019-03-19 09:18:20.630063006,2019,Slight,Dual carriageway,Rural,20
2019-03-19 13:41:10.207020702,2019,Serious,Single carriageway,Urban,14
2019-03-19 18:03:59.783978398,2019,Slight,Single carriageway,Rural,3
2019-03-19 22:26:49.360936094,2019,Serious,Dual carriageway,Rural,13
2019-03-20 02:49:38.937893789,2019,Slight,Single carriageway,Urban,14
2019-03-20 07:12:28.514851485,2019,Serious,Dual carriageway,Urban,19
2019-03-20 11:35:18.091809181,2019,Serious,Single carriageway,Urban,20
2019-03-20 15:58:07.668766877,2019,Serious,Dual carriageway,Rural,15
2019-03-20 20:20:57.245724572,2019,Slight,Single carriageway,Urban,0
2019-03-21 00:43:46.822682268,2019,Serious,Single carriageway,Rural,11
2019-03-21 05:06:36.399639964,2019,Slight,Single carriageway,Urban,4
2019-03-21 09:29:25.976597660,2019,Slight,One way street,Urban,0
2019-03-21 13:52:15.553555356,2019,Slight,Single carriageway,Rural,22
2019-03-21 18:15:05.130513051,2019,Slight,One way street,Rural,4
2019-03-21 22:37:54.707470747,2019,Slight,One way street,Urban,5
2019-03-22 03:00:44.284428443,2019,Slight,Single carriageway,Urban,8
2019-03-22 07:23:33.861386139,2019,Serious,Single carriageway,Rural,11
2019-03-22 11:46:23.438343834,2019,Slight,Single carriageway,Rural,14
2019-03-22 16:09:13.015301530,2019,Slight,One way street,Urban,7
2019-03-22 20:32:02.592259226,2019,Slight,Dual carriageway,Urban,19
2019-03-23 00:54:52.169216922,2019,Slight,Single carriageway,Urban,3
2019-03-23 05:17:41.746174617,2019,Slight,Single carriageway,Urban,23
2019-03-23 09:40:31.323132313,2019,Fatal,Roundabout,Urban,20
2019-03-23 14:03:20.900090009,2019,Slight,Single carriageway,Urban,14
2019-03-23 18:26:10.477047705,2019,Slight,Single carriageway,Rural,1
2019-03-23 22:49:00.054005401,2019,Slight,Single carriageway,Urban,17
2019-03-24 03:11:49.630963096,2019,Slight,Single carriageway,Rural,16
2019-03-24 07:34:39.207920792,2019,Serious,Roundabout,Urban,14
2019-03-24 11:57:28.784878488,2019,Slight,Dual carriageway,Urban,6
2019-03-24 16:20:18.361836184,2019,Slight,Single carriageway,Urban,10
2019-03-24 20:43:07.938793879,2019,Slight,Single carriageway,Urban,9
2019-03-25 01:05:57.515751575,2019,Slight,Dual carriageway,Rural,14
2019-03-25 05:28:47.092709271,2019,Fatal,Single carriageway,Rural,7
2019-03-25 09:51:36.669666967,2019,Slight,Single carriageway,Rural,9
2019-03-25 14:14:26.246624662,2019,Serious,Single carriageway,Rural,21
2019-03-25 18:37:15.823582358,2019,Slight,Dual carriageway,Rural,10
2019-03-25 23:00:05.400540054,2019,Slight,One way street,Rural,14
2019-03-26 03:22:54.977497750,2019,Slight,Dual carriageway,Urban,21
2019-03-26 07:45:44.554455446,2019,Serious,Single carriageway,Rural,22
2019-03-26 12:08:34.131413141,2019,Slight,Dual carriageway,Urban,13
2019-03-26 16:31:23.708370837,2019,Slight,Single carriageway,Urban,6
2019-03-26 20:54:13.285328533,2019,Slight,Roundabout,Rural,2
2019-03-27 01:17:02.862286229,2019,Slight,Single carriageway,Rural,20
2019-03-27 05:39:52.439243924,2019,Serious,Single carriageway,Urban,12
2019-03-27 10:02:42.016201620,2019,Slight,Single carriageway,Rural,13
2019-03-27 14:25:31.593159316,2019,Slight,Single carriageway,Urban,22
2019-03-27 18:48:21.170117012,2019,Slight,Single carriageway,Rural,8
2019-03-27 23:11:10.747074707,2019,Slight,Single carriageway,Rural,2
2019-03-28 03:34:00.324032403,2019,Slight,Dual carriageway,Urban,16
2019-03-28 07:56:49.900990099,2019,Slight,Roundabout,Rural,23
2019-03-28 12:19:39.477947795,2019,Slight,Single carriageway,Rural,4
2019-03-28 16:42:29.054905491,2019,Slight,Single carriageway,Rural,23
2019-03-28 21:05:18.631863186,2019,Slight,Single carriageway,Rural,12
2019-03-29 01:28:08.208820882,2019,Slight,Single carriageway,Urban,13
2019-03-29 05:50:57.785778578,2019,Slight,Single carriageway,Urban,23
2019-03-29 10:13:47.362736274,2019,Slight,Roundabout,Rural,7
2019-03-29 14:36:36.939693969,2019,Slight,One way street,Urban,17
2019-03-29 18:59:26.516651665,2019,Slight,Single carriageway,Urban,0
2019-03-29 23:22:16.093609361,2019,Slight,Dual carriageway,Urban,16
2019-03-30 03:45:05.670567057,2019,Slight,Dual carriageway,Urban,0
2019-03-30 08:07:55.247524752,2019,Slight,Single carriageway,Rural,0
2019-03-30 12:30:44.824482448,2019,Slight,Dual carriageway,Rural,9
2019-03-30 16:53:34.401440144,2019,Slight,Single carriageway,Rural,8
2019-03-30 21:16:23.978397840,2019,Slight,Single carriageway,Urban,18
2019-03-31 01:39:13.555355536,2019,Slight,One way street,Urban,21
2019-03-31 06:02:03.132313231,2019,Slight,Dual carriageway,Urban,22
2019-03-31 10:24:52.709270927,2019,Slight,Single carriageway,Urban,14
2019-03-31 14:47:42.286228623,2019,Slight,Single carriageway,Urban,3
2019-03-31 19:10:31.863186319,2019,Slight,One way street,Urban,16
2019-03-31 23:33:21.440144014,2019,Slight,Single carriageway,Rural,11
2019-04-01 03:56:11.017101710,2019,Serious,One way street,Urban,12
2019-04-01 08:19:00.594059406,2019,Slight,Roundabout,Rural,12
2019-04-01 12:41:50.171017102,2019,Slight,Single carriageway,Rural,21
2019-04-01 17:04:39.747974797,2019,Slight,Dual carriageway,Rural,9
2019-04-01 21:27:29.324932493,2019,Slight,Dual carriageway,Urban,23
2019-04-02 01:50:18.901890189,2019,Slight,Dual carriageway,Urban,12
2019-04-02 06:13:08.478847885,2019,Slight,Single carriageway,Rural,16
2019-04-02 10:35:58.055805581,2019,Serious,Single carriageway,Urban,22
2019-04-02 14:58:47.632763276,2019,Serious,Single carriageway,Urban,19
2019-04-02 19:21:37.209720972,2019,Slight,Dual carriageway,Rural,10
2019-04-02 23:44:26.786678668,2019,Slight,Dual carriageway,Rural,4
2019-04-03 04:07:16.363636364,2019,Serious,Dual carriageway,Rural,3
2019-04-03 08:30:05.940594059,2019,Slight,Single carriageway,Urban,8
2019-04-03 12:52:55.517551755,2019,Serious,Single carriageway,Urban,15
2019-04-03 17:15:45.094509451,2019,Slight,Single carriageway,Rural,19
2019-04-03 21:38:34.671467147,2019,Slight,Dual carriageway,Urban,0
2019-04-04 02:01:24.248424842,2019,Slight,Single carriageway,Urban,11
2019-04-04 06:24:13.825382538,2019,Serious,Dual carriageway,Urban,22
2019-04-04 10:47:03.402340234,2019,Slight,Single carriageway,Urban,19
2019-04-04 15:09:52.979297930,2019,Slight,Single carriageway,Urban,22
2019-04-04 19:32:42.556255626,2019,Slight,One way street,Rural,22
2019-04-04 23:55:32.133213321,2019,Slight,Single carriageway,Urban,2
2019-04-05 04:18:21.710171017,2019,Slight,Single carriageway,Urban,16
2019-04-05 08:41:11.287128713,2019,Slight,Dual carriageway,Rural,13
2019-04-05 13:04:00.864086409,2019,Slight,Single carriageway,Rural,11
2019-04-05 17:26:50.441044104,2019,Serious,One way street,Rural,19
2019-04-05 21:49:40.018001800,2019,Serious,One way street,Rural,22
2019-04-06 02:12:29.594959496,2019,Slight,Dual carriageway,Urban,11
2019-04-06 06:35:19.171917192,2019,Slight,Single carriageway,Urban,15
2019-04-06 10:58:08.748874887,2019,Slight,Single carriageway,Urban,11
2019-04-06 15:20:58.325832583,2019,Slight,Roundabout,Urban,15
2019-04-06 19:43:47.902790279,2019,Slight,Single carriageway,Rural,23
2019-04-07 00:06:37.479747975,2019,Fatal,One way street,Rural,19
2019-04-07 04:29:27.056705671,2019,Fatal,Dual carriageway,Urban,5
2019-04-07 08:52:16.633663366,2019,Serious,Single carriageway,Urban,20
2019-04-07 13:15:06.210621062,2019,Slight,Single carriageway,Rural,12
2019-04-07 17:37:55.787578758,2019,Slight,Dual carriageway,Urban,14
2019-04-07 22:00:45.364536454,2019,Slight,Single carriageway,Urban,2
2019-04-08 02:23:34.941494149,2019,Slight,Single carriageway,Urban,10
2019-04-08 06:46:24.518451845,2019,Slight,Dual carriageway,Urban,7
2019-04-08 11:09:14.095409541,2019,Slight,Single carriageway,Urban,2
2019-04-08 15:32:03.672367237,2019,Slight,Single carriageway,Urban,20
2019-04-08 19:54:53.249324932,2019,Slight,Dual carriageway,Urban,3
2019-04-09 00:17:42.826282628,2019,Slight,Dual carriageway,Urban,17
2019-04-09 04:40:32.403240324,2019,Slight,Single carriageway,Urban,17
2019-04-09 09:03:21.980198020,2019,Serious,One way street,Urban,14
2019-04-09 13:26:11.557155716,2019,Fatal,One way street,Urban,20
2019-04-09 17:49:01.134113411,2019,Slight,Single carriageway,Urban,2
2019-04-09 22:11:50.711071107,2019,Serious,Single carriageway,Rural,0
2019-04-10 02:34:40.288028803,2019,Fatal,Dual carriageway,Rural,20
2019-04-10 06:57:29.864986499,2019,Slight,Single carriageway,Urban,4
2019-04-10 11:20:19.441944194,2019,Slight,Roundabout,Urban,7
2019-04-10 15:43:09.018901890,2019,Slight,Single carriageway,Urban,16
2019-04-10 20:05:58.595859586,2019,Slight,Single carriageway,Urban,12
2019-04-11 00:28:48.172817282,2019,Serious,Single carriageway,Rural,4
2019-04-11 04:51:37.749774977,2019,Slight,Single carriageway,Rural,5
2019-04-11 09:14:27.326732673,2019,Slight,One way street,Urban,20
2019-04-11 13:37:16.903690369,2019,Slight,Single carriageway,Urban,12
2019-04-11 18:00:06.480648065,2019,Slight,One way street,Urban,22
2019-04-11 22:22:56.057605761,2019,Serious,Single carriageway,Urban,13
2019-04-12 02:45:45.634563456,2019,Slight,Dual carriageway,Urban,15
2019-04-12 07:08:35.211521152,2019,Slight,One way street,Urban,8
2019-04-12 11:31:24.788478848,2019,Slight,Single carriageway,Urban,0
2019-04-12 15:54:14.365436544,2019,Slight,Single carriageway,Rural,12
2019-04-12 20:17:03.942394239,2019,Slight,Roundabout,Urban,17
2019-04-13 00:39:53.519351935,2019,Slight,Roundabout,Urban,9
2019-04-13 05:02:43.096309631,2019,Slight,Single carriageway,Rural,20
2019-04-13 09:25:32.673267327,2019,Slight,Single carriageway,Rural,16
2019-04-13 13:48:22.250225022,2019,Serious,Roundabout,Urban,12
2019-04-13 18:11:11.827182718,2019,Slight,Single carriageway,Rural,13
2019-04-13 22:34:01.404140414,2019,Slight,Dual carriageway,Rural,5
2019-04-14 02:56:50.981098110,2019,Slight,Single carriageway,Urban,21
2019-04-14 07:19:40.558055806,2019,Serious,Single carriageway,Urban,1
2019-04-14 11:42:30.135013501,2019,Slight,Roundabout,Urban,1
2019-04-14 16:05:19.711971197,2019,Slight,Single carriageway,Urban,18
2019-04-14 20:28:09.288928893,2019,Slight,One way street,Rural,0
2019-04-15 00:50:58.865886589,2019,Slight,Single carriageway,Urban,12
2019-04-15 05:13:48.442844284,2019,Serious,Single carriageway,Urban,4
2019-04-15 09:36:38.019801980,2019,Slight,Single carriageway,Urban,16
2019-04-15 13:59:27.596759676,2019,Serious,Single carriageway,Rural,2
2019-04-15 18:22:17.173717372,2019,Serious,Roundabout,Urban,6
2019-04-15 22:45:06.750675068,2019,Slight,Dual carriageway,Urban,12
2019-04-16 03:07:56.327632764,2019,Serious,Dual carriageway,Urban,9
2019-04-16 07:30:45.904590460,2019,Slight,Single carriageway,Rural,4
2019-04-16 11:53:35.481548154,2019,Serious,Single carriageway,Urban,1
2019-04-16 16:16:25.058505850,2019,Slight,Single carriageway,Urban,0
2019-04-16 20:39:14.635463546,2019,Slight,Dual carriageway,Urban,4
2019-04-17 01:02:04.212421242,2019,Slight,Single carriageway,Urban,6
2019-04-17 05:24:53.789378938,2019,Slight,Single carriageway,Urban,2
2019-04-17 09:47:43.366336634,2019,Slight,Single carriageway,Urban,12
2019-04-17 14:10:32.943294330,2019,Serious,Single carriageway,Rural,21
2019-04-17 18:33:22.520252026,2019,Slight,Dual carriageway,Urban,17
2019-04-17 22:56:12.097209720,2019,Slight,Dual carriageway,Urban,7
2019-04-18 03:19:01.674167416,2019,Slight,One way street,Urban,10
2019-04-18 07:41:51.251125112,2019,Slight,Single carriageway,Urban,18
2019-04-18 12:04:40.828082808,2019,Slight,Single carriageway,Urban,23
2019-04-18 16:27:30.405040504,2019,Serious,Single carriageway,Urban,13
2019-04-18 20:50:19.981998200,2019,Slight,Roundabout,Urban,4
2019-04-19 01:13:09.558955896,2019,Slight,Dual carriageway,Urban,20
2019-04-19 05:35:59.135913592,2019,Slight,Single carriageway,Rural,12
2019-04-19 09:58:48.712871288,2019,Slight,Roundabout,Urban,0
2019-04-19 14:21:38.289828982,2019,Slight,Single carriageway,Urban,6
2019-04-19 18:44:27.866786678,2019,Slight,Single carriageway,Rural,12
2019-04-19 23:07:17.443744374,2019,Slight,Single carriageway,Urban,19
2019-04-20 03:30:07.020702070,2019,Fatal,Single carriageway,Rural,20
2019-04-20 07:52:56.597659766,2019,Slight,Roundabout,Urban,4
2019-04-20 12:15:46.174617462,2019,Slight,Dual carriageway,Urban,17
2019-04-20 16:38:35.751575158,2019,Serious,Dual carriageway,Rural,23
2019-04-20 21:01:25.328532854,2019,Serious,Roundabout,Urban,19
2019-04-21 01:24:14.905490550,2019,Slight,Dual carriageway,Rural,17
2019-04-21 05:47:04.482448244,2019,Fatal,Single carriageway,Urban,19
2019-04-21 10:09:54.059405940,2019,Serious,Single carriageway,Urban,13
2019-04-21 14:32:43.636363636,2019,Serious,Single carriageway,Urban,14
2019-04-21 18:55:33.213321332,2019,Slight,One way street,Urban,12
2019-04-21 23:18:22.790279028,2019,Slight,One way street,Urban,22
2019-04-22 03:41:12.367236724,2019,Slight,Dual carriageway,Rural,8
2019-04-22 08:04:01.944194420,2019,Slight,Single carriageway,Urban,18
2019-04-22 12:26:51.521152116,2019,Slight,Single carriageway,Rural,0
2019-04-22 16:49:41.098109810,2019,Fatal,Roundabout,Urban,10
2019-04-22 21:12:30.675067506,2019,Fatal,Single carriageway,Urban,21
2019-04-23 01:35:20.252025202,2019,Slight,Single carriageway,Urban,5
2019-04-23 05:58:09.828982898,2019,Slight,Single carriageway,Urban,19
2019-04-23 10:20:59.405940594,2019,Slight,Single carriageway,Urban,12
2019-04-23 14:43:48.982898290,2019,Slight,Dual carriageway,Rural,3
2019-04-23 19:06:38.559855986,2019,Slight,One way street,Rural,2
2019-04-23 23:29:28.136813682,2019,Slight,Dual carriageway,Urban,2
2019-04-24 03:52:17.713771378,2019,Serious,Single carriageway,Urban,11
2019-04-24 08:15:07.290729072,2019,Slight,Single carriageway,Urban,7
2019-04-24 12:37:56.867686768,2019,Fatal,One way street,Urban,21
2019-04-24 17:00:46.444644464,2019,Slight,Single carriageway,Rural,18
2019-04-24 21:23:36.021602160,2019,Fatal,Single carriageway,Urban,3
2019-04-25 01:46:25.598559856,2019,Slight,Dual carriageway,Urban,12
2019-04-25 06:09:15.175517552,2019,Serious,Single carriageway,Urban,18
2019-04-25 10:32:04.752475248,2019,Slight,Single carriageway,Rural,15
2019-04-25 14:54:54.329432944,2019,Slight,Roundabout,Rural,0
2019-04-25 19:17:43.906390640,2019,Serious,Dual carriageway,Rural,0
2019-04-25 23:40:33.483348334,2019,Serious,Single carriageway,Urban,14
2019-04-26 04:03:23.060306030,2019,Serious,Single carriageway,Urban,22
2019-04-26 08:26:12.637263726,2019,Slight,One way street,Urban,1
2019-04-26 12:49:02.214221422,2019,Slight,Dual carriageway,Rural,3
2019-04-26 17:11:51.791179118,2019,Slight,Dual carriageway,Urban,4
2019-04-26 21:34:41.368136814,2019,Slight,Single carriageway,Rural,7
2019-04-27 01:57:30.945094510,2019,Slight,One way street,Urban,21
2019-04-27 06:20:20.522052206,2019,Slight,Roundabout,Urban,22
2019-04-27 10:43:10.099009900,2019,Serious,Single carriageway,Urban,7
2019-04-27 15:05:59.675967596,2019,Serious,Single carriageway,Urban,17
2019-04-27 19:28:49.252925292,2019,Slight,Dual carriageway,Rural,0
2019-04-27 23:51:38.829882988,2019,Serious,Roundabout,Rural,12
2019-04-28 04:14:28.406840684,2019,Slight,Dual carriageway,Urban,15
2019-04-28 08:37:17.983798380,2019,Slight,One way street,Urban,20
2019-04-28 13:00:07.560756076,2019,Slight,Dual carriageway,Rural,19
2019-04-28 17:22:57.137713772,2019,Serious,Single carriageway,Urban,1
2019-04-28 21:45:46.714671468,2019,Slight,Single carriageway,Rural,9
2019-04-29 02:08:36.291629162,2019,Slight,Roundabout,Rural,1
2019-04-29 06:31:25.868586858,2019,Slight,Single carriageway,Urban,0
2019-04-29 10:54:15.445544554,2019,Slight,Single carriageway,Urban,3
2019-04-29 15:17:05.022502250,2019,Slight,Dual carriageway,Urban,22
2019-04-29 19:39:54.599459946,2019,Serious,Single carriageway,Urban,6
2019-04-30 00:02:44.176417642,2019,Slight,Roundabout,Rural,17
2019-04-30 04:25:33.753375338,2019,Slight,Single carriageway,Urban,17
2019-04-30 08:48:23.330333034,2019,Serious,Single carriageway,Urban,20
2019-04-30 13:11:12.907290730,2019,Slight,Single carriageway,Urban,12
2019-04-30 17:34:02.484248424,2019,Serious,Dual carriageway,Rural,23
2019-04-30 21:56:52.061206120,2019,Slight,Dual carriageway,Urban,10
2019-05-01 02:19:41.638163816,2019,Slight,Single carriageway,Urban,18
2019-05-01 06:42:31.215121512,2019,Slight,Single carriageway,Rural,18
